skill,doc_freq,descriptor_id,descriptor_name,cosine,match_type,mapped
github,98,25,"Computer, technology and Information Systems",0.2845,unmapped,False
gmp,163,154,Staffing ,0.2124,unmapped,False
go,85,31,Critical Thinking,0.1424,unmapped,False
goal achievement,56,144,Setting Objectives and Formulating Strategies,0.4638,unmapped,False
goal orientation,54,149,Spatial Orientation,0.4774,unmapped,False
goal oriented,72,144,Setting Objectives and Formulating Strategies,0.6024,semantic,True
goal setting,216,145,Setting Up,0.4946,lexical,True
goaloriented,92,180, Creativity,0.2768,unmapped,False
golang,56,154,Staffing ,0.1999,unmapped,False
good communication skills,55,44,Establishing and Maintaining Interpersonal Relationships,0.5193,unmapped,False
good educator,246,167,Training and Teaching ,0.5652,semantic,True
google analytics,88,97,Monitoring,0.4309,unmapped,False
google suite,182,140,Scheduling Work and Activities,0.186,unmapped,False
google workspace,56,140,Scheduling Work and Activities,0.3285,unmapped,False
governance,114,130,Public Affairs and Government relations,0.4692,unmapped,False
gps,60,149,Spatial Orientation,0.3358,unmapped,False
grading,55,46,Evaluating ,0.3381,unmapped,False
graduate degree,53,167,Training and Teaching ,0.3443,unmapped,False
grant writing,88,176,Writing,0.3981,lexical,True
graphic design,155,150,Spatial Visualization,0.381,unmapped,False
group facilitation,95,30,Coordinating the Work and Activities of Others,0.6194,semantic,True
group insurance,147,30,Coordinating the Work and Activities of Others,0.2865,unmapped,False
group insurance plan,58,123,Planning and Organizing,0.2996,unmapped,False
group registered retirement savings plan,113,123,Planning and Organizing,0.1992,unmapped,False
group registered retirement savings plan (rrsp),64,123,Planning and Organizing,0.1943,unmapped,False
group rrsp,61,30,Coordinating the Work and Activities of Others,0.2997,unmapped,False
group taxfree savings account,78,20,Collaboration,0.1597,unmapped,False
group therapy,51,30,Coordinating the Work and Activities of Others,0.5196,unmapped,False
growth,69,3,Agronomy and Horticulture,0.3282,unmapped,False
growth mindset,88,19,Coaching and Developing Others,0.4024,unmapped,False
growth opportunities,133,25,"Computer, technology and Information Systems",0.3765,unmapped,False
gsuite,92,154,Staffing ,0.2166,unmapped,False
guest experience,86,66,Hospitality,0.4116,unmapped,False
guest service,79,154,Staffing ,0.4454,unmapped,False
guidance,89,168,"Training, Mentoring and Coaching",0.5141,unmapped,False
guidelines,55,129,Providing Consultation and Advice,0.4365,unmapped,False
gynecology,53,3,Agronomy and Horticulture,0.3239,unmapped,False
haccp,205,179, Active Learning,0.2438,unmapped,False
hadoop,104,82,"Livestock, Farm animals and Wildlife",0.1921,unmapped,False
hair styling,77,154,Staffing ,0.2295,unmapped,False
haircutting,62,154,Staffing ,0.3593,unmapped,False
hairstyling,64,154,Staffing ,0.3467,unmapped,False
hand movements,75,52,Finger-Hand-Wrist Motion,0.679,semantic,True
hand tools,147,64,Handling and Manipulating Objects,0.6867,semantic,True
handson experience,55,52,Finger-Hand-Wrist Motion,0.3898,unmapped,False
hardware,97,25,"Computer, technology and Information Systems",0.4128,unmapped,False
harm reduction,114,26,Concern for Others,0.3326,unmapped,False
hazard identification,54,125,Problem Identification,0.3997,unmapped,False
health,155,96,Mental Health,0.5028,lexical,True
health & safety,115,131,Public Safety and Security,0.5299,unmapped,False
health and dental benefits,90,112,Oral Communication: Oral Expression,0.3035,unmapped,False
health and safety,861,131,Public Safety and Security,0.5306,unmapped,False
health and safety compliance,103,131,Public Safety and Security,0.5121,unmapped,False
health and safety legislation,74,131,Public Safety and Security,0.4784,unmapped,False
health and safety management,53,131,Public Safety and Security,0.5187,unmapped,False
health and safety regulations,160,131,Public Safety and Security,0.5173,unmapped,False
health and safety standards,59,131,Public Safety and Security,0.5327,unmapped,False
health and wellness program,68,136,"Recreation, Leisure and Fitness",0.3843,unmapped,False
health assessment,158,121,Physical Health,0.4787,unmapped,False
health benefits,315,121,Physical Health,0.3841,unmapped,False
health care,224,8,Assisting and Caring for Others,0.4859,unmapped,False
health care spending account,103,2,Accounting,0.3323,unmapped,False
health education,95,121,Physical Health,0.4582,unmapped,False
health insurance,297,8,Assisting and Caring for Others,0.2962,unmapped,False
health promotion,473,8,Assisting and Caring for Others,0.3774,unmapped,False
health teaching,64,160,Teaching,0.5387,lexical,True
healthcare,717,8,Assisting and Caring for Others,0.4507,unmapped,False
healthcare experience,54,8,Assisting and Caring for Others,0.4239,unmapped,False
healthcare management,53,166,Time Management,0.4512,unmapped,False
healthwatch,70,97,Monitoring,0.2953,unmapped,False
heavy equipment,63,43,Equipment and Tool Selection,0.4572,unmapped,False
heavy lifting,184,156,Static Strength,0.4203,unmapped,False
hecras,62,167,Training and Teaching ,0.1769,unmapped,False
hematology,121,122,Physics ,0.2014,unmapped,False
hemodialysis,71,154,Staffing ,0.2375,unmapped,False
high pressure cleaning,77,9,Attention to Detail,0.1954,unmapped,False
high school diploma,1482,167,Training and Teaching ,0.4213,unmapped,False
high school diploma or equivalent,470,167,Training and Teaching ,0.4015,unmapped,False
high school diploma or ged,273,167,Training and Teaching ,0.3908,unmapped,False
high school diploma/ged,56,167,Training and Teaching ,0.3832,unmapped,False
high school education,90,167,Training and Teaching ,0.5094,unmapped,False
hipaa,56,179, Active Learning,0.245,unmapped,False
hiring,556,154,Staffing ,0.4957,unmapped,False
hobbies,403,180, Creativity,0.4527,unmapped,False
holiday pay,50,154,Staffing ,0.3251,unmapped,False
holidays,123,140,Scheduling Work and Activities,0.3527,unmapped,False
home care,78,8,Assisting and Caring for Others,0.4518,unmapped,False
honesty,144,180, Creativity,0.3645,unmapped,False
hospital,61,154,Staffing ,0.3667,unmapped,False
hospital committees,104,154,Staffing ,0.3736,unmapped,False
hospitality,539,66,Hospitality,0.702,lexical,True
hospitality experience,50,66,Hospitality,0.7351,lexical,True
hospitality management,85,66,Hospitality,0.7534,lexical,True
housekeeping,235,154,Staffing ,0.513,unmapped,False
hr,74,67,Human Resources and Labour relations,0.6037,semantic,True
hris,108,67,Human Resources and Labour relations,0.4013,unmapped,False
html,334,176,Writing,0.2543,unmapped,False
html5,69,0, Adaptability,0.2058,unmapped,False
hubspot,59,0, Adaptability,0.1951,unmapped,False
human resource management,120,67,Human Resources and Labour relations,0.7147,semantic,True
human resources,733,67,Human Resources and Labour relations,0.7866,lexical,True
human resources management,316,67,Human Resources and Labour relations,0.7323,semantic,True
human rights,65,67,Human Resources and Labour relations,0.4199,unmapped,False
humility,99,26,Concern for Others,0.4015,unmapped,False
hvac,339,122,Physics ,0.3262,unmapped,False
hvac systems,97,28,Controlling Machines and Processes,0.3208,unmapped,False
hybrid work,103,67,Human Resources and Labour relations,0.3626,unmapped,False
hybrid work environment,104,140,Scheduling Work and Activities,0.3865,unmapped,False
hybrid work model,89,67,Human Resources and Labour relations,0.4008,unmapped,False
hydraulic systems,106,175,Water Resources,0.3837,unmapped,False
hydraulics,171,122,Physics ,0.3551,unmapped,False
hydrogeology,88,175,Water Resources,0.4563,unmapped,False
hydrology,58,175,Water Resources,0.4619,unmapped,False
hygiene,155,154,Staffing ,0.333,unmapped,False
hyperbaric medicine,60,157,Stress Tolerance,0.2406,unmapped,False
hypothesis testing,131,53,Fluency of Ideas,0.3041,unmapped,False
ieee,55,25,"Computer, technology and Information Systems",0.3801,unmapped,False
ifrs,234,154,Staffing ,0.2137,unmapped,False
illustrator,100,122,Physics ,0.2905,unmapped,False
immigration support,84,8,Assisting and Caring for Others,0.2841,unmapped,False
immunization,82,59,Getting Information,0.2009,unmapped,False
immunology,53,3,Agronomy and Horticulture,0.2627,unmapped,False
implementation,372,127,Processing Information,0.2839,unmapped,False
incident investigation,133,5,Analyzing Data or Information,0.3791,unmapped,False
incident management,163,166,Time Management,0.3677,unmapped,False
incident reporting,172,98,"Monitoring Processes, Materials or Systems",0.3613,unmapped,False
incident response,145,1, Independence,0.3008,unmapped,False
inclement weather,77,169,Troubleshooting,0.2006,unmapped,False
inclusion,1275,1, Independence,0.3764,unmapped,False
inclusivity,150,1, Independence,0.4767,unmapped,False
independence,238,1, Independence,0.9557,lexical,True
independent judgment,50,1, Independence,0.5612,semantic,True
independent thinking,84,1, Independence,0.57,semantic,True
independent work,683,1, Independence,0.5993,semantic,True
indesign,103,154,Staffing ,0.2969,unmapped,False
indigenous cultural safety,301,131,Public Safety and Security,0.3647,unmapped,False
industrial engineering,152,90,"Manufacturing, Processing and Production",0.5057,unmapped,False
industry best practices,56,144,Setting Objectives and Formulating Strategies,0.4042,unmapped,False
industry experience,90,167,Training and Teaching ,0.4914,unmapped,False
industry knowledge,145,171,Updating and Applying Knowledge,0.5798,semantic,True
industry standards,102,116,Performance Measurement,0.3951,unmapped,False
industry trends,128,25,"Computer, technology and Information Systems",0.3843,unmapped,False
infection control,363,27,Control of Settings,0.3405,unmapped,False
infection prevention and control,51,124,Preventative Maintenance,0.3165,unmapped,False
influence,98,142,Selling or Influencing Others,0.5686,semantic,True
influencing,93,142,Selling or Influencing Others,0.6002,lexical,True
influencing skills,72,74,Instructing,0.5241,unmapped,False
information management,106,127,Processing Information,0.5054,unmapped,False
information security,123,131,Public Safety and Security,0.4494,unmapped,False
information systems,151,25,"Computer, technology and Information Systems",0.623,lexical,True
information technology,236,25,"Computer, technology and Information Systems",0.6462,lexical,True
infrastructure,150,25,"Computer, technology and Information Systems",0.4752,unmapped,False
initiative,1632,123,Planning and Organizing,0.4543,unmapped,False
injections,75,0, Adaptability,0.2998,unmapped,False
innovation,1166,72,Innovativeness,0.6665,semantic,True
inperson tutoring,271,74,Instructing,0.5112,unmapped,False
inquisitive mind,59,53,Fluency of Ideas,0.4044,unmapped,False
inside sales,58,139,Sales and Marketing,0.4759,unmapped,False
inspection,269,73,"Inspecting Equipment, Structures or Material",0.7174,semantic,True
inspections,140,73,"Inspecting Equipment, Structures or Material",0.6351,semantic,True
installation,206,145,Setting Up,0.3011,unmapped,False
instructional design,68,160,Teaching,0.574,semantic,True
instrumentation,212,73,"Inspecting Equipment, Structures or Material",0.4651,unmapped,False
insurance,425,1, Independence,0.3469,unmapped,False
integration,142,122,Physics ,0.2178,unmapped,False
integration testing,103,132,Quality Control Testing,0.335,unmapped,False
integrity,810,76,Judging Quality,0.4511,unmapped,False
intensive care unit,51,154,Staffing ,0.3227,unmapped,False
intensive care unit (icu),99,8,Assisting and Caring for Others,0.2779,unmapped,False
interdisciplinary care,53,8,Assisting and Caring for Others,0.4777,unmapped,False
interdisciplinary collaboration,259,20,Collaboration,0.6011,lexical,True
interdisciplinary team,343,30,Coordinating the Work and Activities of Others,0.4354,unmapped,False
interdisciplinary teamwork,121,30,Coordinating the Work and Activities of Others,0.5698,semantic,True
interior design,89,13,Building and Construction,0.3291,unmapped,False
internal audit,80,2,Accounting,0.3225,unmapped,False
internal controls,224,27,Control of Settings,0.5179,unmapped,False
internal medicine,280,8,Assisting and Caring for Others,0.3221,unmapped,False
international travel,64,66,Hospitality,0.3052,unmapped,False
internet,201,25,"Computer, technology and Information Systems",0.4079,unmapped,False
internet access,64,59,Getting Information,0.2875,unmapped,False
interpersonal,103,44,Establishing and Maintaining Interpersonal Relationships,0.5785,lexical,True
interpersonal and communication skills,102,44,Establishing and Maintaining Interpersonal Relationships,0.5982,semantic,True
interpersonal communication,296,23,Communicating with Persons Outside Organization,0.6145,semantic,True
interpersonal skills,5844,44,Establishing and Maintaining Interpersonal Relationships,0.6478,semantic,True
interpretation,84,75,Interpreting the Meaning of Information for Others,0.4843,unmapped,False
interprofessional collaboration,132,20,Collaboration,0.5376,lexical,True
intervention,130,8,Assisting and Caring for Others,0.3907,unmapped,False
interventional radiology,53,73,"Inspecting Equipment, Structures or Material",0.2728,unmapped,False
interviewing,171,146,Social Orientation,0.3953,unmapped,False
intravenous therapy,56,154,Staffing ,0.2071,unmapped,False
inventory,107,86,Management of Material Resources,0.3552,unmapped,False
inventory control,561,109,Operation and Control,0.4274,unmapped,False
inventory management,2810,86,Management of Material Resources,0.4916,unmapped,False
investigation,110,73,"Inspecting Equipment, Structures or Material",0.4245,unmapped,False
investigations,90,73,"Inspecting Equipment, Structures or Material",0.5122,unmapped,False
investment,96,50,Finance,0.3645,unmapped,False
investment sales,168,142,Selling or Influencing Others,0.3446,unmapped,False
investments,109,50,Finance,0.4217,unmapped,False
invoicing,209,154,Staffing ,0.4162,unmapped,False
ios,56,179, Active Learning,0.2135,unmapped,False
iso,62,1, Independence,0.2442,unmapped,False
iso 14001,68,116,Performance Measurement,0.1458,unmapped,False
iso 9001,119,38,Documenting and Recording Information,0.1529,unmapped,False
isolation protocols,58,23,Communicating with Persons Outside Organization,0.3088,unmapped,False
issue resolution,66,169,Troubleshooting,0.5226,unmapped,False
it,123,180, Creativity,0.2395,unmapped,False
it support,62,0, Adaptability,0.3136,unmapped,False
itil,162,154,Staffing ,0.2258,unmapped,False
iv medications,53,8,Assisting and Caring for Others,0.1732,unmapped,False
iv therapy,120,8,Assisting and Caring for Others,0.2463,unmapped,False
iv/cvad care,50,8,Assisting and Caring for Others,0.3461,unmapped,False
java,727,127,Processing Information,0.3171,unmapped,False
javascript,551,179, Active Learning,0.2532,unmapped,False
jenkins,197,154,Staffing ,0.2955,unmapped,False
jira,373,180, Creativity,0.2055,unmapped,False
journal entries,135,38,Documenting and Recording Information,0.3578,unmapped,False
journalism,72,24,Communications and Media,0.4287,unmapped,False
jquery,60,179, Active Learning,0.2389,unmapped,False
json,103,122,Physics ,0.2326,unmapped,False
judgement,163,76,Judging Quality,0.5,unmapped,False
judgment,208,76,Judging Quality,0.4972,unmapped,False
kafka,119,154,Staffing ,0.2509,unmapped,False
kaizen,67,180, Creativity,0.2281,unmapped,False
kanban,140,154,Staffing ,0.2108,unmapped,False
key performance indicators,57,116,Performance Measurement,0.6131,semantic,True
key performance indicators (kpis),75,116,Performance Measurement,0.5706,semantic,True
kinesiology,135,153,Speed of Limb Movement,0.4432,unmapped,False
kitchen management,142,154,Staffing ,0.4698,unmapped,False
kneeling,146,117,Performing Physical Activities,0.3175,unmapped,False
knowledge management,95,171,Updating and Applying Knowledge,0.5302,unmapped,False
knowledge sharing,249,30,Coordinating the Work and Activities of Others,0.4781,unmapped,False
knowledge transfer,81,171,Updating and Applying Knowledge,0.5373,unmapped,False
kpi,83,179, Active Learning,0.2657,unmapped,False
kpi tracking,60,98,"Monitoring Processes, Materials or Systems",0.3868,unmapped,False
kpis,98,116,Performance Measurement,0.3418,unmapped,False
kubernetes,321,82,"Livestock, Farm animals and Wildlife",0.2782,unmapped,False
labor relations,98,67,Human Resources and Labour relations,0.7448,semantic,True
labour relations,112,67,Human Resources and Labour relations,0.7707,lexical,True
ladder climbing,64,30,Coordinating the Work and Activities of Others,0.2734,unmapped,False
languages,416,77,Languages,0.5845,lexical,True
law,175,78,Law,0.5364,lexical,True
law enforcement,60,78,Law,0.4626,lexical,True
lead generation,237,79,Leadership,0.4555,unmapped,False
leadership,10096,79,Leadership,0.7877,lexical,True
leadership development,254,79,Leadership,0.7323,lexical,True
leadership development opportunities,53,79,Leadership,0.6259,lexical,True
leadership experience,132,79,Leadership,0.6199,lexical,True
leadership skills,1183,79,Leadership,0.685,lexical,True
lean,153,62,Gross Body Equilibrium,0.2884,unmapped,False
lean manufacturing,244,90,"Manufacturing, Processing and Production",0.4908,unmapped,False
lean six sigma,98,179, Active Learning,0.1952,unmapped,False
learning,191,56,General Learning Ability,0.7072,lexical,True
learning agility,105,179, Active Learning,0.4234,unmapped,False
learning and development,162,167,Training and Teaching ,0.5989,semantic,True
learning opportunities,70,167,Training and Teaching ,0.5362,unmapped,False
leasing,82,154,Staffing ,0.3133,unmapped,False
leed,94,154,Staffing ,0.2558,unmapped,False
legal,75,78,Law,0.3378,unmapped,False
legal advice,72,78,Law,0.4034,unmapped,False
legal compliance,68,78,Law,0.4477,unmapped,False
legal drafting,64,78,Law,0.3755,unmapped,False
legal research,199,78,Law,0.4365,unmapped,False
legal writing,114,176,Writing,0.4885,lexical,True
legislation,160,78,Law,0.4426,unmapped,False
lending,65,50,Finance,0.3871,unmapped,False
lesson planning,153,160,Teaching,0.6126,semantic,True
liability insurance,74,1, Independence,0.3015,unmapped,False
liaising,57,154,Staffing ,0.4772,unmapped,False
liaison,92,30,Coordinating the Work and Activities of Others,0.3492,unmapped,False
licensing,104,167,Training and Teaching ,0.3342,unmapped,False
licensure,71,1, Independence,0.3143,unmapped,False
life and ad&d insurance,84,84,Making Decisions,0.2517,unmapped,False
life insurance,504,84,Making Decisions,0.2618,unmapped,False
lifelong learning,126,179, Active Learning,0.5783,semantic,True
lifting,696,170,Trunk Strength,0.4153,unmapped,False
lifting and carrying,105,156,Static Strength,0.4514,unmapped,False
lifting heavy objects,76,156,Static Strength,0.4332,unmapped,False
lighting,90,104,Night Vision,0.5357,unmapped,False
linkedin,77,23,Communicating with Persons Outside Organization,0.2904,unmapped,False
linux,431,166,Time Management,0.2647,unmapped,False
listening,172,110,Oral Communication: Active Listening,0.4437,lexical,True
listening skills,212,110,Oral Communication: Active Listening,0.5386,unmapped,False
litigation,177,138,Resolving Conflicts and Negotiating with Others,0.5155,unmapped,False
logical thinking,55,33,Deductive Reasoning,0.6076,semantic,True
logistics,539,83,Logistics,0.6897,lexical,True
logistics management,51,83,Logistics,0.6994,lexical,True
long service awards,58,143,Service Orientation,0.3681,unmapped,False
long term care,68,8,Assisting and Caring for Others,0.3267,unmapped,False
longterm care,96,154,Staffing ,0.3134,unmapped,False
loss prevention,600,124,Preventative Maintenance,0.2982,unmapped,False
machine learning,509,179, Active Learning,0.5105,unmapped,False
machining,81,64,Handling and Manipulating Objects,0.4642,unmapped,False
maintenance,937,42,Electronic Maintenance,0.6169,lexical,True
maintenance management,121,124,Preventative Maintenance,0.5844,semantic,True
maintenance planning,71,124,Preventative Maintenance,0.5385,unmapped,False
mammography,58,102,Near Vision,0.2775,unmapped,False
management,1319,14,Business Management,0.5984,lexical,True
management experience,254,167,Training and Teaching ,0.4835,unmapped,False
management principles,58,14,Business Management,0.5977,semantic,True
management skills,115,14,Business Management,0.5576,semantic,True
managerial experience,58,171,Updating and Applying Knowledge,0.4099,unmapped,False
mandarin,57,77,Languages,0.2578,unmapped,False
manual dexterity,142,89,Manual Dexterity,0.7873,lexical,True
manufacturing,656,90,"Manufacturing, Processing and Production",0.553,lexical,True
manufacturing engineering,58,90,"Manufacturing, Processing and Production",0.6059,semantic,True
manufacturing environment,56,90,"Manufacturing, Processing and Production",0.5096,unmapped,False
manufacturing experience,126,90,"Manufacturing, Processing and Production",0.4857,unmapped,False
manufacturing processes,78,90,"Manufacturing, Processing and Production",0.6761,semantic,True
market analysis,232,40,Economics,0.4541,unmapped,False
market research,321,139,Sales and Marketing,0.436,unmapped,False
market trends,207,139,Sales and Marketing,0.3415,unmapped,False
marketing,1221,139,Sales and Marketing,0.5723,lexical,True
marketing strategies,50,139,Sales and Marketing,0.62,semantic,True
master's degree,331,167,Training and Teaching ,0.4238,unmapped,False
masters degree,50,167,Training and Teaching ,0.4013,unmapped,False
material handling,106,86,Management of Material Resources,0.6066,semantic,True
material management,84,86,Management of Material Resources,0.7905,lexical,True
materials,79,73,"Inspecting Equipment, Structures or Material",0.5046,lexical,True
materials management,63,86,Management of Material Resources,0.797,lexical,True
math,76,91,Mathematical Reasoning,0.5725,semantic,True
math skills,77,91,Mathematical Reasoning,0.6619,semantic,True
mathcad,52,92,Mathematics,0.3273,unmapped,False
mathematical calculations,58,106,Numerical Ability,0.4271,unmapped,False
mathematical skills,119,91,Mathematical Reasoning,0.6874,semantic,True
mathematics,190,92,Mathematics,0.6165,lexical,True
matlab,113,127,Processing Information,0.1912,unmapped,False
maximo,53,144,Setting Objectives and Formulating Strategies,0.2761,unmapped,False
mba,158,167,Training and Teaching ,0.394,unmapped,False
mechanical,144,93,Mechanical Maintenance,0.5573,lexical,True
mechanical aptitude,225,94,Mechanics and Machinery,0.4719,unmapped,False
mechanical design,52,94,Mechanics and Machinery,0.5035,unmapped,False
mechanical engineering,873,94,Mechanics and Machinery,0.5501,semantic,True
mechanical skills,53,153,Speed of Limb Movement,0.545,unmapped,False
mechanical systems,146,94,Mechanics and Machinery,0.5683,semantic,True
media relations,78,24,Communications and Media,0.6658,semantic,True
mediation,166,138,Resolving Conflicts and Negotiating with Others,0.4819,unmapped,False
medical,222,8,Assisting and Caring for Others,0.4282,unmapped,False
medical benefits,197,8,Assisting and Caring for Others,0.4147,unmapped,False
medical care,119,8,Assisting and Caring for Others,0.524,unmapped,False
medical coverage,68,8,Assisting and Caring for Others,0.3235,unmapped,False
medical degree,67,167,Training and Teaching ,0.3888,unmapped,False
medical education,144,167,Training and Teaching ,0.489,unmapped,False
medical equipment,155,43,Equipment and Tool Selection,0.4831,unmapped,False
medical imaging,252,102,Near Vision,0.365,unmapped,False
medical insurance,102,8,Assisting and Caring for Others,0.3041,unmapped,False
medical knowledge,52,121,Physical Health,0.4459,unmapped,False
medical laboratory science,76,122,Physics ,0.4087,unmapped,False
medical laboratory technologist,95,122,Physics ,0.3702,unmapped,False
medical laboratory technology,121,108,Operation Monitoring of Machinery and Equipment,0.34,unmapped,False
medical records,79,38,Documenting and Recording Information,0.4423,unmapped,False
medical technology,56,25,"Computer, technology and Information Systems",0.4294,unmapped,False
medical terminology,346,107,"Operating Vehicles, Mechanized Devices or Equipment",0.3298,unmapped,False
medical treatments,62,8,Assisting and Caring for Others,0.4029,unmapped,False
medication administration,352,154,Staffing ,0.3983,unmapped,False
medication management,237,166,Time Management,0.382,unmapped,False
medication reviews,70,76,Judging Quality,0.1738,unmapped,False
medications,54,180, Creativity,0.2807,unmapped,False
medicine,166,122,Physics ,0.3753,unmapped,False
meditech,120,154,Staffing ,0.2034,unmapped,False
meeting coordination,62,29,Coordinating,0.6864,semantic,True
meeting deadlines,50,140,Scheduling Work and Activities,0.4722,unmapped,False
meetings,50,30,Coordinating the Work and Activities of Others,0.6238,semantic,True
membership dues,57,154,Staffing ,0.2969,unmapped,False
mental health,508,96,Mental Health,0.6286,lexical,True
mental health act,164,96,Mental Health,0.4852,lexical,True
mental health nursing,98,96,Mental Health,0.5245,lexical,True
mental health resources,67,96,Mental Health,0.5687,lexical,True
mental health services,248,96,Mental Health,0.5643,lexical,True
mental health support,51,96,Mental Health,0.5572,lexical,True
mentoring,1753,168,"Training, Mentoring and Coaching",0.6674,lexical,True
mentorship,533,168,"Training, Mentoring and Coaching",0.6812,semantic,True
menu planning,160,123,Planning and Organizing,0.4825,unmapped,False
merchandising,1441,154,Staffing ,0.4248,unmapped,False
mergers and acquisitions,50,138,Resolving Conflicts and Negotiating with Others,0.2817,unmapped,False
metrics,67,116,Performance Measurement,0.4717,unmapped,False
mfda licensing,113,167,Training and Teaching ,0.2626,unmapped,False
microbiology,150,11,Biology,0.4287,unmapped,False
microservices,188,18,Client Service,0.4098,unmapped,False
microsoft,68,25,"Computer, technology and Information Systems",0.4171,unmapped,False
microsoft 365,118,23,Communicating with Persons Outside Organization,0.2327,unmapped,False
microsoft access,72,179, Active Learning,0.2548,unmapped,False
microsoft applications,56,25,"Computer, technology and Information Systems",0.3364,unmapped,False
microsoft azure,105,25,"Computer, technology and Information Systems",0.2329,unmapped,False
microsoft office,3102,17,Clerical,0.3535,unmapped,False
microsoft office 365,84,23,Communicating with Persons Outside Organization,0.226,unmapped,False
microsoft office applications,86,17,Clerical,0.33,unmapped,False
microsoft office products,51,128,Product Design,0.351,unmapped,False
microsoft office suite,3859,17,Clerical,0.3451,unmapped,False
microsoft outlook,265,23,Communicating with Persons Outside Organization,0.2623,unmapped,False
microsoft powerpoint,244,140,Scheduling Work and Activities,0.2771,unmapped,False
microsoft project,195,140,Scheduling Work and Activities,0.3967,unmapped,False
microsoft sql server,68,127,Processing Information,0.241,unmapped,False
microsoft suite,195,25,"Computer, technology and Information Systems",0.3111,unmapped,False
microsoft teams,147,161,Team Building,0.4585,unmapped,False
microsoft windows,66,25,"Computer, technology and Information Systems",0.3404,unmapped,False
microstation,156,154,Staffing ,0.2351,unmapped,False
military knowledge,65,171,Updating and Applying Knowledge,0.4314,unmapped,False
military law,50,78,Law,0.3267,lexical,True
military leadership,88,79,Leadership,0.5628,lexical,True
military medicine,137,154,Staffing ,0.3395,unmapped,False
military training,118,167,Training and Teaching ,0.5987,semantic,True
millwright,89,154,Staffing ,0.3555,unmapped,False
minimal supervision,84,158,Supervising Subordinates,0.498,unmapped,False
mining,119,57,Geological Resources,0.3747,unmapped,False
mobile devices,69,0, Adaptability,0.2994,unmapped,False
mobile technology,66,163,Telecommunications,0.3683,unmapped,False
mobility,83,0, Adaptability,0.3989,unmapped,False
modeling,86,45,Estimating Quantifiable Characteristics,0.3913,unmapped,False
mongodb,105,2,Accounting,0.202,unmapped,False
monitoring,234,97,Monitoring,0.7516,lexical,True
motivated,90,180, Creativity,0.3904,unmapped,False
motivation,1528,180, Creativity,0.4414,unmapped,False
motivational interviewing,50,146,Social Orientation,0.3704,unmapped,False
mri,101,102,Near Vision,0.2397,unmapped,False
mrp,53,154,Staffing ,0.2219,unmapped,False
ms office,884,17,Clerical,0.4172,unmapped,False
ms office suite,571,17,Clerical,0.3667,unmapped,False
ms outlook,63,23,Communicating with Persons Outside Organization,0.2717,unmapped,False
ms project,352,140,Scheduling Work and Activities,0.4101,unmapped,False
ms teams,56,161,Team Building,0.4028,lexical,True
ms word,1104,176,Writing,0.3753,unmapped,False
msp,158,179, Active Learning,0.2732,unmapped,False
multidisciplinary collaboration,52,20,Collaboration,0.6296,lexical,True
multidisciplinary team,162,161,Team Building,0.5133,unmapped,False
multidisciplinary teams,105,161,Team Building,0.5012,unmapped,False
multidisciplinary teamwork,110,30,Coordinating the Work and Activities of Others,0.6036,semantic,True
multitasking,2920,101,Multitasking,0.8441,lexical,True
multitasking skills,154,101,Multitasking,0.7903,lexical,True
municipal pension plan,232,130,Public Affairs and Government relations,0.3044,unmapped,False
musculoskeletal,64,153,Speed of Limb Movement,0.4836,unmapped,False
music,433,180, Creativity,0.4312,unmapped,False
mutual funds,148,50,Finance,0.3502,unmapped,False
mutual funds license,50,50,Finance,0.3079,unmapped,False
mysql,133,127,Processing Information,0.2625,unmapped,False
natural language processing,67,77,Languages,0.3769,lexical,True
navigation,216,179, Active Learning,0.3037,unmapped,False
negotiation,1910,103,Negotiating,0.7276,semantic,True
negotiation skills,513,103,Negotiating,0.6832,semantic,True
negotiations,110,103,Negotiating,0.709,semantic,True
netsuite,61,25,"Computer, technology and Information Systems",0.2212,unmapped,False
network security,116,131,Public Safety and Security,0.3935,unmapped,False
networking,1022,163,Telecommunications,0.36,unmapped,False
neurology,111,9,Attention to Detail,0.3319,unmapped,False
neurosurgery,103,154,Staffing ,0.3294,unmapped,False
nextgenu health assessment resources certification,57,167,Training and Teaching ,0.281,unmapped,False
nights,62,104,Night Vision,0.4418,lexical,True
nightshifts,52,104,Night Vision,0.5038,unmapped,False
node.js,105,18,Client Service,0.2184,unmapped,False
nosql,141,97,Monitoring,0.2587,unmapped,False
nrp,88,179, Active Learning,0.2714,unmapped,False
nuclear medicine,79,3,Agronomy and Horticulture,0.2503,unmapped,False
nurse practitioner,243,154,Staffing ,0.4001,unmapped,False
nursing,2840,154,Staffing ,0.4313,unmapped,False
nursing care,207,8,Assisting and Caring for Others,0.4719,unmapped,False
nursing diagnosis,61,125,Problem Identification,0.2646,unmapped,False
nursing interventions,79,8,Assisting and Caring for Others,0.4896,unmapped,False
nursing practice,72,167,Training and Teaching ,0.4862,unmapped,False
nursing process,118,154,Staffing ,0.3792,unmapped,False
nursing skills,69,167,Training and Teaching ,0.4938,unmapped,False
nursing theory,63,19,Coaching and Developing Others,0.3218,unmapped,False
nutrition,113,3,Agronomy and Horticulture,0.3437,unmapped,False
nutritional advice,64,3,Agronomy and Horticulture,0.239,unmapped,False
